dimension_id,Measure title,Current dimension title,New dimension title
fab430c4393a954d95f2db9a7f5f903c81d0ca36,GCSE results (‘Attainment 8’) for children aged 14 to 16 (key stage 4),"GCSE-level exam results (‘Attainment 8’) by ethnicity, gender and eligibility for free school meals (FSM)","By ethnicity, gender and eligibility for free school meals"
6e138eaf53e5e3d7ee2ab684e1ac09424bd23bd2,GCSE results (‘Attainment 8’) for children aged 14 to 16 (key stage 4),"GCSE-level exam results (‘Attainment 8’) by ethnicity, gender and area","By ethnicity, gender and area"
0ba6fb0d398c4dccb64ebde893bb8b8cbc979856,GCSE results (‘Attainment 8’) for children aged 14 to 16 (key stage 4),"GCSE-level exam results (‘Attainment 8’) by ethnicity, basis for school admission and gender","By ethnicity, gender and type of selection"
527b0f19f0a38a3796614b67a14262d3c8e425a3,GCSE results (‘Attainment 8’) for children aged 14 to 16 (key stage 4),GCSE-level exam results (‘Attainment 8’) by ethnicity and type of school,By ethnicity and type of school
e86dd773ae6d372879858eedb469812d07890b37,GCSE results (‘Attainment 8’) for children aged 14 to 16 (key stage 4),"GCSE-level exam results (‘Attainment 8’) by ethnicity, special education needs (SEN) and gender","By ethnicity, special education needs and gender"
f36cc8ab3f07004265c4af93483a9b37caa6ff5f,GCSE results (‘Attainment 8’) for children aged 14 to 16 (key stage 4),"GCSE-level exam results (‘Attainment 8’) by ethnicity, religion of school and gender","By ethnicity, religion of school and gender"
2196651f2dc02c1f577380ca9d9e463b0c0a10c7,"Grammar, punctuation and spelling attainment for children aged 10 to 11 (key stage 2)","Grammar, punctuation and spelling attainment for children aged 10 to 11 by ethnicity",By ethnicity
d25456d0973d252295bf89fff4e7bbb9966accb9,"Grammar, punctuation and spelling attainment for children aged 10 to 11 (key stage 2)","Grammar, punctuation and spelling attainment for children aged 10 to 11 by ethnicity and area",By ethnicity and area
8274b7b02e58cab82f040ed032c632e5f948abb5,"Grammar, punctuation and spelling attainment for children aged 10 to 11 (key stage 2)","Grammar, punctuation and spelling attainment for children aged 10 to 11 by ethnicity and gender",By ethnicity and gender
c548c5277726281a0a059e47c332bcce19686326,HIV infection with late diagnosis,HIV infection with late diagnosis by ethnicity,By ethnicity
f24cd4557244612db537e860c16233ede758dcc5,Harmful and probable dependent drinking in adults,"Hazardous, harmful or probable dependent drinking by ethnicity and sex",By ethnicity and sex (low risk drinking)
8ebe469662b08e6137ec729a52fe84d997dee710,Harmful and probable dependent drinking in adults,Harmful or probable dependent drinking among adults by ethnicity and sex,By ethnicity and sex (harmful or dependent drinking)
9e2145e6713948d81c1cb201f66a1f1780a7dd14,Healthy eating of 5-a-day among 15 year olds,Healthy eating of 5-a-day among 15 year olds by ethnicity,By ethnicity
f52fc94620c7a178c511030d7952a92ac84c6192,Healthy eating of 5-a-day among adults,Healthy eating of 5-a-day among adults by ethnicity,By ethnicity
0633fb3d1f2981186063977ca350b0b8c7ebd59b,Home ownership,Home ownership by ethnicity,By ethnicity
e3d34455b02630aabe43f7c99d5d96a84a630b4a,Home ownership,Home ownership by ethnicity and socio-economic group,By ethnicity and socio-economic group
3bf25b73d9e3c29cb29624f7d280196738e412dc,Home ownership,Home ownership by ethnicity and age group,By ethnicity and age group
3a9aece05150b41d53ed1cb9b563e157ae71c2f9,Home ownership,Home ownership by ethnicity and area,By ethnicity and area
b27f278dcc7853aae1c3489d354ee0952b98c3e8,Home ownership,Home ownership by ethnicity and weekly income,By ethnicity and weekly income
dcbc475d11facd5550e5b7fad40d5dc096381d2d,Household income,Weekly household income by ethnicity,By ethnicity
35bdf7ad0d9e19d546ebe9202a52af72a7ab8d48,Households under-occupying their home,Households under-occupying their home by ethnicity,By ethnicity
87aef993478b83e391965822b704494547a0d1c2,Households under-occupying their home,Households under-occupying their home by ethnicity and socio-economic group,By ethnicity and socio-economic group
1c388c91f5a9f10cf44c618dea92088d2ad3fbe3,Households under-occupying their home,Households under-occupying their home by ethnicity and income,By ethnicity and income
d77b5ff14fcc1cfe78b81ea83344f689201410b9,Households under-occupying their home,Households under-occupying their home by ethnicity and area,By ethnicity and area
60a564f14dad4693bff14566d11348c33711c3de,Households under-occupying their home,Households under-occupying their home by ethnicity and age group,By ethnicity and age group
12ebd822411491c056de68be196237ae5e07aa41,Households under-occupying their home,Households under-occupying their home by ethnicity and type of occupancy (renting or ownership),By ethnicity and type of occupancy (renting or ownership)
6bf7803b19cd03ced4e5f16d2e8b33e2acf6241b,Housing with damp problems,Households with damp problems by ethnicity,By ethnicity
8e8b3af71d4cb041dc6540f4578f9043e94146cc,Illicit drug use among adults,Percentage of adults who used illicit drugs by ethnicity and sex,By ethnicity and sex
d913c956643db1e138f6141a6a4169b298a7289a,Income distribution,Income distribution before housing costs in each ethnic group,
1e1895cb20257c8b01f30215d383270f6c8ce134,Income distribution,Income distribution after housing costs in each ethnic group,
64dc2052469def119f5cd3ee5d3d68917ec46b4f,Income spent on rent for new lettings of social housing,Income spent on rent for new social lettings by ethnicity,By ethnicity
1310532fe1dc53445bd2a5c9da158adaffc10000,Income spent on rent for new lettings of social housing,Income spent on rent for new social lettings by ethnicity and area,By ethnicity and area
7e7e90cb495ea96360296ae035661cd65ace6d11,Influencing local decisions,"People who felt they could influence local decisions, by ethnicity",By ethnicity
3b33a221ebdd67eccd0b87a3074a19fad165107c,Inpatient satisfaction with hospital care,Inpatient satisfaction with hospital care by ethnicity,By ethnicity
49ae57a3dd1c3f1878ac0e363d2a52520372f784,Inpatient satisfaction with hospital care,Inpatient satisfaction with hospital care by ethnicity over time,By ethnicity over time
2c4be951589a5131c2f850d26d4b00327c888ae2,Internet use,Internet use by ethnicity,By ethnicity
72101859928a66903a034818e312dd60efd9116e,Internet use,Internet use by ethnicity and area,By ethnicity and area
9efe1ad8e462506df6f6edb1a4541fcb0a3aa2f4,Internet use,Internet use by ethnicity and age group,By ethnicity and age group
c7b010d30391f1226f0fa098bbb42e2b8382b476,Jobseeker's Allowance: sanctions,"Jobseeker’s Allowance claimants sanctioned, by ethnicity",By ethnicity
b24da98474b6a74b2c05b1d24e6a3278de49892e,Jobseeker's Allowance: sanctions,"Jobseeker’s Allowance claimants sanctioned, by ethnicity and area",By ethnicity and area
e7b63547b7a9707c1e7920661fd88b0a97e4d9e7,Jobseeker's Allowance: sanctions,"Jobseeker’s Allowance claimants sanctioned, by ethnicity and age group",By ethnicity and age group
bb9f6e93d841e3fd1fd4299a4355d42c744dac42,Jobseeker's Allowance: sanctions,"Jobseeker’s Allowance claimants sanctioned, by ethnicity over time",By ethnicity over time
03c9a72a2abc62b7e37a5fb9c83f52d063501df4,Jobseeker’s Allowance: how long people claim for,"How long people claim Jobseeker’s Allowance for, by ethnicity",By ethnicity
62cb902f3d141af6eb9ae01f96d19bc6947d0988,Jobseeker’s Allowance: how long people claim for,"Claims for Jobseeker’s Allowance lasting for more than 104 weeks, by ethnicity and area",By ethnicity and area
161a4e921b5ea754bd0488fb30fa2b5b308b6933,Judges and non-legal members of the judiciary,Judges and non-legal members of the judiciary by ethnicity,By ethnicity
35d310ffb6490448fb08501cd255892a48933cc9,Judges and non-legal members of the judiciary,Ethnic groups broken down by their judicial roles,By judicial roles for each ethnic group
998dbd8c2187d9839433ccd1ead74684bb8f979f,Leadership of Small and Medium Enterprises,Leadership of SME employers by ethnicity and UK nation,By ethnicity and area (employers only)
0759417ebfb878b8aecfe56dec5a2b6a2f5b708c,Leadership of Small and Medium Enterprises,Leadership of SME non-employers by ethnicity and UK nation,By ethnicity and area (non-employers only)
0db1288fd824e0f95b665f51cad8c9b57df35828,Leadership of Small and Medium Enterprises,Leadership of SME employers by ethnicity and sector,By ethnicity and sector (employers only)
86bf6414cb4a2c9f3b63a4e99cf49a9e7c08819f,Leadership of Small and Medium Enterprises,Leadership of SME non-employers by ethnicity and sector,By ethnicity and sector (non-employers only)
eb7b9a5e07980cf5675c6c0c9464e420d44fa047,Length of fixed-term tenancies in social housing,Length of tenancy for new lettings in social housing by ethnicity,By ethnicity
f01affd5894bd8b9c345577cbec9eaa8bfd48801,Length of fixed-term tenancies in social housing,Length of tenancy for new lettings in social housing by ethnicity over time,By ethnicity over time
c19edaf71a47d58f2d66bd45c0e3ccc99d457227,Length of time spent in unemployment,Time spent in unemployment,By ethnicity
c63bd1de8602031d60861558144a9007baac9310,Male and female populations,Ethnic groups by sex,By ethnicity
e3effe732d9167b68f2a0c02f4379e237f90eed1,Mathematics attainments for children aged 6 to 7 (key stage 1),Mathematics attainment for children aged 6 to 7 by ethnicity,By ethnicity
f183b6cab5a65ed1eb5d7c63bf1aa1b99ec8ba93,Mathematics attainments for children aged 6 to 7 (key stage 1),Mathematics attainment for children aged 6 to 7 by ethnicity and eligibility for free school meals (FSM),By ethnicity and eligibility for free school meals
1212dc77afbe7db1fe500f0fb5556b4a89dc93ca,Mathematics attainments for children aged 6 to 7 (key stage 1),Mathematics attainment for children aged 6 to 7 by ethnicity and area,By ethnicity and area
04f4a9fe068383bdb35a16057843ba2232436bc7,Mathematics attainments for children aged 6 to 7 (key stage 1),Mathematics attainment for children aged 6 to 7 by ethnicity and gender,By ethnicity and gender
a7bf7b21f5ead29cd53ec12a5035daa531444bcd,Mathematics attainments for children aged 6 to 7 (key stage 1),"Mathematics attainment for children aged 6 to 7 by ethnicity,  gender, and eligibility for free school meals (FSM)","By ethnicity,  gender, and eligibility for free school meals"
2f498e76691f63f27dc975fb003dac64445c8719,Mathematics attainments for children aged 6 to 7 (key stage 1),"Mathematics attainment for children aged 6 to 7 by ethnicity, area and gender","By ethnicity, area and gender"
861a1c9d3b38e60c94cb2e25c72af85543d50703,Maths attainments for children aged 10 to 11 (key stage 2),Maths attainment for children aged 10 to 11 by ethnicity,By ethnicity
3ac98855041a70a20ad591f1cec845efa084e825,Maths attainments for children aged 10 to 11 (key stage 2),Maths attainment for children aged 10 to 11 by ethnicity and area,By ethnicity and area
837ae237a302f128eaa7e79173b854b9ed2e03c3,Maths attainments for children aged 10 to 11 (key stage 2),Maths attainment for children aged 10 to 11 by ethnicity and gender,By ethnicity and gender
8298b0a3685e0d76c42029e468587d0f55f0e890,NHS basic pay,NHS staff pay by ethnicity and gender,By ethnicity and gender (all staff)
1e14704187a2c87b6c4c6dff7c078fb712d470a1,NHS basic pay,NHS medical staff pay by ethnicity and gender,By ethnicity and gender (medical staff)
e0bab6ceecd48e86ae47eb4999dce292ee2591c1,NHS basic pay,NHS non-medical staff pay by ethnicity and gender,By ethnicity and gender (non-medical staff)
4e550d29100b1d07700c92d6a7b2278c01bb9706,NHS basic pay,"NHS non-medical staff pay by ethnicity, gender, and broad staff groups","By ethnicity, gender, and broad staff groups"
b544cac2bbbac741653b95458a84d4b3d0e04be6,NHS basic pay,"Gender pay gap among NHS staff in each ethnic group, by type of role",Gender pay gap by type of role
1b9e71cf49fd4f0f438691eb274cfbc6643030b8,NHS basic pay,"Gender pay gap among NHS non-medical staff in each ethnic group, by broad staff group",Gender pay gap by broad staff group
82edfd762d769020ed1d13f40258ecfb45b5a4d7,NHS staff believing career progression is fair at work for all staff,"NHS staff believing career progression is fair at work for all staff, by ethnicity and area",By ethnicity and area
ca9e0d160e4c8ba84afc63f194f94eb0585e1f86,NHS staff believing career progression is fair at work for all staff,"NHS staff believing career progression is fair at work for all staff, by ethnicity and type of trust",By ethnicity and type of trust
f6975fea7739bb92a2de7f6701b2f1b0d9d80ab1,NHS staff experiencing discrimination at work,NHS staff experiencing discrimination at work by ethnicity and area,By ethnicity and area
89861a278a64ce7ff4c236e0e3c6f1b514dbb94d,NHS staff experiencing discrimination at work,NHS staff experiencing discrimination at work by ethnicity and type of trust,By ethnicity and type of trust
d6370b3cdfd0a56695031bbfda14bbfea09cf415,NHS trust board membership,NHS trust board members by ethnicity and area,By ethnicity and area
2c7bf61663ac01900f38cccd3bb477bf812185c5,NHS trust board membership,NHS trust board membership by ethnicity and trust,By ethnicity and trust
05fdffb117a4576ca86ab4ebbd2ecd6f3db31c4a,NHS workforce,NHS workforce by ethnicity,By ethnicity
3b456b2ee75cc302484f7661ddc20aac0c920086,NHS workforce,NHS workforce by ethnicity and type of role,By ethnicity and type of role
5fc6663fa03d05b2015fbec56c3e8ebb284f3e48,NHS workforce,NHS non-medical workforce by ethnicity and broad grade,By ethnicity and broad grade (non-medical staff)
484a03abd5348336e688a4df76daa7de600c2a35,NHS workforce,NHS non-medical workforce by ethnicity and specific grade,By ethnicity and specific grade (non-medical staff)
e6e457e6a1b71951346b952edd30501788404d68,NHS workforce,NHS medical workforce by ethnicity and grade,By ethnicity and grade (medical staff)
31b734b68f69efc1fb468af5261d729c0ce46978,NHS workforce appointments from shortlisting,Appointment of shortlisted applicants to NHS jobs by ethnicity and area,By ethnicity and area
c7836be0dfdf6f5b3be17b9675ca3b5778477cef,NHS workforce appointments from shortlisting,Appointment of shortlisted applicants to NHS jobs by ethnicity and trust type,By ethnicity and type of trust
f4954e7189fe6caee75b303448f3f9063a50d7b2,New social housing lettings,New social housing lettings by ethnicity,By ethnicity
d93aaec6f244e5e1557eb6da52f2e88afd05dc4d,New social housing lettings,New social housing lettings by ethnicity and income,By ethnicity and income
76694a1fb22c8efde46c7bcebb1a172feb6a170e,New social housing lettings,New social housing lettings by ethnicity and area,By ethnicity and area
47c2e525f43ae7bf865080eb799736c4c4b3ffc7,New social housing lettings,New social housing lettings by ethnicity and local authority,By ethnicity and local authority
02792a743e783e26f2dd7cfe3fe68dfc3446297c,New social housing lettings,New social housing lettings by ethnicity and age group,By ethnicity and age group
e9f68e11812f6258c82f3bade52d3e37735c648b,Non-decent homes,Households living in non-decent homes by ethnicity,By ethnicity
d4cd61ee596646c73103d0163d4ccb00958e3126,Organ donation: consent,Consent for organ donation,By ethnicity
7c10ab42eabe417995350b5bc0b32b81b5d1224d,Outcomes for treatment for anxiety and depression,Outcomes of referrals following psychological therapy by ethnicity,By ethnicity
2d2862056b3b1032e84d901ec6b4f27b529f23f1,Outcomes for treatment for anxiety and depression,Outcomes of referrals following psychological therapy by ethnicity over time,By ethnicity over time
7d0ccf4d710042d68e950ae9b4abff1963db1ca7,Outcomes for treatment for anxiety and depression,Outcomes of referrals following psychological therapy by ethnicity and gender,By ethnicity and gender
5e69b8436d29e9dc18af7b911210739a6aadcd9b,Overcrowded households,Overcrowded households by ethnicity,By ethnicity
e13e3a1173a8f9c7239b294678e1fde2a9f9e27a,Overcrowded households,Overcrowded households by ethnicity and socio-economic group,By ethnicity and socio-economic group
5cdcc598d42ddab3d1f4ee00f8ae1a5899dbaf2f,Overcrowded households,Overcrowded households by ethnicity and income,By ethnicity and income
a991f2f4824204e14847e329fb5886ab844ed616,Overcrowded households,Overcrowded households by ethnicity and area,By ethnicity and area
da8d8c5c3cb0cab22ca085c959920b19b6d2a5a4,Overcrowded households,Overcrowded households by ethnicity and age group,By ethnicity and age group
d5a1d1e67fcb0a8a17807791edb4a1a239374e2e,Overcrowded households,Overcrowded households by ethnicity and type of occupancy,By ethnicity and type of occupancy (owning or renting)
4efe76418c6e865ebd59bc4e60637f55ce87a23d,Overweight adults,Overweight or obese adults by ethnicity,By ethnicity
532cec27efeb281d2e0ef154979eb1f76b8f3bf7,Overweight children,Overweight children by ethnicity,By ethnicity
a153cb2153fa12ae1e8b1b181bbef3ea53340b0e,Participation in apprenticeships,Apprentices by ethnicity over time,By ethnicity over time
6c4e6532f8689bde2e12dc6ba1cc752b690cdb82,Participation in apprenticeships,"Participation in apprenticeships by ethnicity, compared with the overall population by ethnicity",By ethnicity compared with the overall population
02e39d3be288ee1fd23bf0910d9faddb7c11fe09,Participation in the arts,"Participation in the arts in the past year, by ethnicity over time",By ethnicity over time
aaccbafb60b5115be11b26034886fe6e0edafca5,Participation in the arts,"Participation in the arts in the past year, by ethnicity over time (3 specific years)",By ethnicity over time (3 specific years)
73c65cf3825e49ba09b69c9b21bab9adcda7f6cf,Patient experience of primary care: GP services,Satisfaction with GP services by ethnicity,By ethnicity
5211beef7087c02126840802892cab23fe2a4264,Patient experience of primary care: GP services,"Satisfaction with GP services, by ethnicity over time (up to  2016/17)",By ethnicity over time
5f3b09cf1f4c49bb049c4bfec63c55322157f728,Patient satisfaction with GP out-of-hours services,Satisfaction with GP out-of-hours services by ethnicity,By ethnicity
4b7abb98a14761813a15ec9598e409ae1cdd43eb,Patient satisfaction with NHS dental services,Patients reporting a positive experience of NHS dental services by ethnicity,By ethnicity
1631ac888415e55709464c04d420d20710c6defc,Pensioner income,Pensioners' income sources by ethnicity,Income sources by ethnicity
854d5a2adb7dd7bd302ee68dfaaf8ee6c84f1fc9,Pensioner income,Pensioner households' total income by ethnicity and source of income,Total income by ethnicity and source of income
9e6542c4a220103a47d79f1991daf6ac97aeffd3,Pensioner income,Pensioner households' total income by ethnicity over time,Total income by ethnicity over time
63064f4f385aca23e6e31cda31a4c7fca6e4b10e,Pensioner income,Pensioner households' income from the State Pension by ethnicity over time,State Pension income by ethnicity over time
5aa599e966b5cc8d10855ed0db5a8a16e1332b68,Pensioner income,Pensioner households' income from occupational pensions by ethnicity over time,Occupational pension income by ethnicity over time
a038ce6e354407ddde4025c1f1de70b85e84abff,People born outside the UK,Place of birth (UK or non-UK) by ethnicity,
ea21fcac6230d9fde809fe17ec6aaed05d5e919a,People born outside the UK,Ethnic groups by region of birth,
51f8828031947500db85e619a5564a37d695517a,People born outside the UK,Top 10 countries of birth outside the UK,
5c0d95904829ea423492fd32f089bada965aec3c,People claiming Jobseeker’s Allowance,People claiming Jobseeker’s Allowance by ethnicity,By ethnicity
b357ad0b1af07b1230ca6d8e3872e4e138ff61d7,People claiming Jobseeker’s Allowance,People claiming Jobseeker's Allowance by ethnicity over time,By ethnicity over time
c768d0de302a46b4d2d3f9404a0fbc8774f43f8d,People claiming Jobseeker’s Allowance,People claiming Jobseeker's Allowance by ethnicity and area,By ethnicity and area
df2aa40f63f04c1d2af14b222c6ea250dbaf5f57,People living in deprived neighbourhoods,"People living in the most deprived 10% of neighbourhoods, by ethnicity",
025906b84a4e413d2a751ce732b74fca1397a0bc,People living in deprived neighbourhoods,"People living in the most income-deprived 10% of neighbourhoods, by ethnicity",
27d1a74e405eb9ad443a3685b4cf896cccd9c2bd,People living in deprived neighbourhoods,"People living in the most employment-deprived 10% of neighbourhoods, by ethnicity",
21660a24f1812e9222218d179831fb8f0aeb3d21,People living in deprived neighbourhoods,"People living in the most deprived 10% of neighbourhoods, by type of deprivation and ethnicity",
72ea042e8ecd497d68996ce3cd0b0b1e696f59ca,Persistent low income,Persistent low income before housing costs by ethnicity,By ethnicity (before housing costs)
7171eaf8d3e10350caffc0b3272443cdeec36ccc,Persistent low income,Persistent low income before housing costs by ethnicity and age group,By ethnicity and age group (before housing costs)
bd4b205415aa0d8ef8ab34c3f97615a3c201d544,Persistent low income,Persistent low income after housing costs by ethnicity and age group,By ethnicity and age group (after housing costs)
7a9c3d43c287c8285b54e1a498c69dd233d54101,Persistent low income,Individuals entering persistent low income before housing costs by ethnicity,Entering persistent low income
a8661d468db93f51e99dc7adb657f20824098b6b,Persistent low income,Individuals leaving persistent low income before housing costs by ethnicity,Leaving persistent low income
d78e8b60b3368c917f133f65073cc079fba5a8fc,Phonics attainments for children aged 5 to 7 (key stage 1),Phonics attainment for children aged 5 to 7 by ethnicity,By ethnicity
1d0621a74479ed4607e3684639ed81647fb76b1d,Phonics attainments for children aged 5 to 7 (key stage 1),Phonics attainment for children aged 5 to 6 by ethnicity and eligibility for free school meals (FSM),By ethnicity and eligibility for free school meals
6b6c8a1367a76380ca72f189b291b54d99f12703,Phonics attainments for children aged 5 to 7 (key stage 1),Phonics attainment for children aged 5 to 6 by ethnicity and area,By ethnicity and area
c75c5f6d00da379ca8a5977c28acbcfef41a750d,Phonics attainments for children aged 5 to 7 (key stage 1),Phonics attainment for children aged 5 to 7 by ethnicity and gender,By ethnicity and gender
a0dd60ea9fb79dd4eba2d4c0d166cfc46f87e7ae,Phonics attainments for children aged 5 to 7 (key stage 1),"Phonics attainment for children aged 5 to 6 by ethnicity, gender and eligibility for free school meals (FSM)","By ethnicity, gender and eligibility for free school meals"
2b719a639bd1a57c6344487546af2e8de62b8c6d,Phonics attainments for children aged 5 to 7 (key stage 1),"Phonics attainment for children aged 5 to 6 by ethnicity, gender and area","By ethnicity, gender and area"
a7ae6c648e01de663405111a63e485a2fe03c4ee,Physical activity,Physical activity levels by ethnicity,By ethnicity
a3a9b3d3333be3bab91692913f080997b3660177,Physical activity,Physical activity levels by ethnicity and gender,By ethnicity and gender
0c9cf2be9c296b0e6a3930ee0991e572eaa3c68a,Physical activity,Physical activity levels by ethnicity and age group,By ethnicity and age group
cb7fb36a3a324ff77e695736b0798b9af55b5ef6,Physical activity,Physical activity levels by ethnicity and area,By ethnicity and area
45ba1d879978a44bb3a417ab912b910a4a0c92fc,Physical activity,Physical activity levels by ethnicity and socio-economic group,By ethnicity and socio-economic group
5a8c43ef4221fd9cce1d15bdb9e15f4028a3ce4d,Physical inactivity,Physical inactivity by ethnicity,By ethnicity
c63e47b570a8851a9f76f9df03bc6ad0c460b59d,Physical inactivity,Physical inactivity by ethnicity and gender,By ethnicity and gender
e7df914c6a9bd873b2c1b3fdb1f3466e3f44bcf3,Physical inactivity,Physical inactivity by ethnicity and age group,By ethnicity and age group
e14feaabae9b5a45d98b733778cc8cc67e85129b,Physical inactivity,Physical inactivity by ethnicity and socio-economic group,By ethnicity and socio-economic group
5df6a092272bbcb643ef2eb810281accc009534f,Police workforce,Police officers by ethnicity,By ethnicity
2ece1e0825625b3a231c85347843bf80e8274551,Police workforce,Police officers by ethnicity over time,By ethnicity over time
7f8db1326e2819c885e9063bebc4e74f68aad52d,Police workforce,Police officers by ethnicity and area,By ethnicity and area
a67928f0b8aab707a4f4b3956d4291ffe2e4cf43,Police workforce,Police officers by ethnicity and rank over time,By ethnicity and rank over time
5a76bf3091c05f27340febeb5635ad03d6c192dc,Police workforce,Police officers by ethnicity and gender,By ethnicity and gender
7d218dade88d4dbc6ccff37039c330b41b79d9d0,Police workforce,Police workforce by ethnicity and role,By ethnicity and role (whole workforce)
a5acd2eb4390c1be700898c9cb81db09bcdf62f0,Police workforce,Special constables by ethnicity,By ethnicity (special constables only)
cc46e6702915f8a444904ec103c2889243673fc6,Population of England and Wales,Population of England and Wales by ethnicity,By ethnicity
9575557abbaeaabc297e6a62e54e178fc8b98803,Population of England and Wales,Population of England and Wales by ethnicity over time,By ethnicity over time
55e6e0a0fb5ae717038ec1013ecef218594e6a4c,Prevalence of ADHD among adults,Positive screenings for ADHD in adults,By ethnicity and sex
c9396b06e010bf9a373d382707b9ed96bee00aa9,Prevalence of personality disorder in adults,Positive screenings for personality disorder in adults by ethnicity,By ethnicity and sex
a6b5da59c5a6cbd385aee76b664e23869ef6069a,Prison officer workforce,Prison officers by ethnicity,By ethnicity
7a120380aebe18d455f53a4981d51581da6fe1f8,Prison officer workforce,Prison officers by ethnicity over time,By ethnicity over time
636e01f79d0ccc8a527a3a6cd04a941570aa69aa,Prosecutions and convictions,Conviction ratio by ethnicity of defendant over time,By ethnicity of defendant over time
9eea236c6ae34bb83b661c82ca03bc4dfb804caa,Prosecutions and convictions,Conviction ratio by ethnicity and sex of defendant,By ethnicity and sex of defendant
b93b0ac246a3827cab4a215f15e394e2a126ea02,Prosecutions and convictions,Conviction ratio by ethnicity and age group of defendant,By ethnicity and age group of defendant
9140062c812b4ef31a3f31f3ffe6f67ec90d2c66,Prosecutions and convictions,Conviction ratio by ethnicity of defendant and offence,By ethnicity of defendant and offence
54b056795ae03c4789b1d7ee533cf31cd2a41f95,Proven reoffending,Percentage of offenders who reoffended by ethnicity,By ethnicity
978c2f464e78668fde0c1d5165588525f22f3180,Proven reoffending,Percentage of offenders who reoffended by ethnicity and age group,By ethnicity and age group
8f9fc66358b52b3a7c3069ccca47df4dce9ff658,Proven reoffending,Percentage of offenders who reoffended by ethnicity over time,By ethnicity over time
95fbb4a509a66bba288b66c3cd374b336c76ef2f,Proven reoffending,Average number of reoffences per reoffender,Reoffences per reoffender by ethnicity
5af2504426cfeac296f2fa075d7873aca33b3ab4,Pupil exclusions,Temporary exclusions by ethnicity,
a3db421af58376bcc8749c3b405b817d6563ef45,Pupil exclusions,Permanent exclusions by ethnicity,
5803a584530593d9406286cf95bd4304b820a35a,Pupil exclusions,Temporary exclusions by ethnicity and type of school,
e0144a924d8fd2cb86a568a9050f51ec3af7e53b,Pupil exclusions,Permanent exclusions by ethnicity and type of school,
9bee40e05fc60e28b405d131dd05206569b65045,Pupil exclusions,Temporary exclusions by ethnicity and local authority,
9f4c65498b3436849cc460bf8b80d0779a33f286,Pupil exclusions,Permanent exclusions by ethnicity and local authority,
7f5fb391e2848f34c5a7a5f0b3bdb6ac90abcafc,Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4),Pupil progress (‘Progress 8’) by ethnicity,By ethnicity
45d03f839043d0b4de4730087c56f9a4cd4d45a1,Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4),Pupil progress (‘Progress 8’) by ethnicity and eligibility for free school meals (FSM),By ethnicity and eligibility for free school meals
54b5e412795bf4001e7d6811537cdd55ba4b27f3,Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4),Pupil progress (‘Progress 8’)  by ethnicity and area,By ethnicity and area
fa92dd4eb9a6bbfda9e39d315ab44526f3da5d51,Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4),Pupil progress (‘Progress 8’) by ethnicity and gender,By ethnicity and gender
e94bcf9d0dea2378c395c0af4816945c8d36fdf7,Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4),"Pupil progress (‘Progress 8’) by ethnicity, gender and eligibility for free school meals (FSM)","By ethnicity, gender and eligibility for free school meals"
0b8ffc5c0f3088278b7ce6c5aa38c909ad00edac,Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4),"Pupil progress (‘Progress 8’) by ethnicity, gender and area","By ethnicity, gender and area"
