dimension_id,Measure title,Current dimension title,New dimension title
eabc651cb28b2e434d4eae80f9465ee0a64e30c1,Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4),"Pupil progress (‘Progress 8’) by ethnicity, basis for school admission and gender","By ethnicity, gender and type of selection"
7c4731d0af5819eaaf61d2049701beeb4843b6dc,Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4),Pupil progress (‘Progress 8’) by ethnicity and type of school,By ethnicity and type of school
d573ea274aefc897eb7d7c5f281631a57ba0da75,Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4),"Pupil progress (‘Progress 8’) by ethnicity, special educational needs and gender","By ethnicity, special educational needs and gender"
ef579bcef20fbaf7d4b394681f1d57ddfe943295,Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4),"Pupil progress (‘Progress 8’) by ethnicity, religion of school and gender","By ethnicity, religion of school and gender"
aa1a4c2654ec7f3d83a2157369966ee07d9e0750,Reading attainments for children aged 10 to 11 (key stage 2),Reading attainment for children aged 10 to 11 by ethnicity,By ethnicity
a7fd21cd393f5c70d501896186d4b3beb2156abd,Reading attainments for children aged 10 to 11 (key stage 2),Reading attainment for children aged 10 to 11 by ethnicity and area,By ethnicity and area
0b6dc7cf3372c5def7708366444879dd3e3ef700,Reading attainments for children aged 10 to 11 (key stage 2),Reading attainment for children aged 10 to 11 by ethnicity and gender,By ethnicity and gender
dea1532f04d1dd4124c097b3f4664c3b4749dbb2,Reading attainments for children aged 6 to 7 (key stage 1),Reading attainment for children aged 6 to 7 by ethnicity,By ethnicity
bb4690259a4e6a677347fdfa575d223e2ad8163a,Reading attainments for children aged 6 to 7 (key stage 1),Reading attainment for children aged 6 to 7 by ethnicity and eligibility for free school meals (FSM),By ethnicity and eligibility for free school meals
07c1673e5831acbf14f58485ccb6fcdf1d083dd6,Reading attainments for children aged 6 to 7 (key stage 1),Reading attainment for children aged 6 to 7 by ethnicity and area,By ethnicity and area
2e3b881c100fc5ed9065d1e37b3c7e2983f18d1d,Reading attainments for children aged 6 to 7 (key stage 1),Reading attainment for children aged 6 to 7 by ethnicity and gender,By ethnicity and gender
b48b95df92360d8879de5e97d32de71851918dd3,Reading attainments for children aged 6 to 7 (key stage 1),"Reading attainment for children aged 6 to 7 by ethnicity, gender and eligibility for free school meals (FSM)","By ethnicity, gender and eligibility for free school meals"
6861074a425d7a7a49ceb6695f5a54d3b5d6de9d,Reading attainments for children aged 6 to 7 (key stage 1),"Reading attainment for children aged 6 to 7 by ethnicity, gender and area","By ethnicity, gender and area"
6d1f56b8010fcf821dd6d9f610f57aea85fa0503,"Reading, writing and maths attainments for children aged 10 to 11 (key stage 2)","Reading, writing and maths attainment for children aged 10 to 11 by ethnicity",By ethnicity
5f914be8dc70c41c9ddfd3fd5290f637731afc0b,"Reading, writing and maths attainments for children aged 10 to 11 (key stage 2)","Reading, writing and maths attainment for children aged 10 to 11 by ethnicity and eligibility for free school meals (FSM)",By ethnicity and eligibility for free school meals
6fbc82c6a61fc192fd90fdc4e1b4768c17aef9fc,"Reading, writing and maths attainments for children aged 10 to 11 (key stage 2)","Reading, writing and maths attainment for children aged 10 to 11 by ethnicity and area",By ethnicity and area
44bb6c889e265d7485b7461788b37b0dac9644a3,"Reading, writing and maths attainments for children aged 10 to 11 (key stage 2)","Reading, writing and maths attainment for children aged 10 to 11 by ethnicity and gender",By ethnicity and gender
e0c25cc9783760967d9e63fbaf9f6cb988a2b424,Receipt of Start Up Loans,Access to Start Up Loans by ethnicity over time,By ethnicity over time
66a94eb7eae0678c34f3c095908e88236cbd9dd9,Regional ethnic diversity,Areas of England and Wales by ethnicity,
5fe6aa8d19c6a6ec3a4ca747e901bce1884de10c,Regional ethnic diversity,Ethnic groups by area,
55d04911e19f1f951b714e72d4a4996890be5941,Regional ethnic diversity,Ethnic groups by type of location (urban or rural),
1028d34ea8080882c24b87cc6e69abdc86d36a0e,Regional ethnic diversity,Ethnic diversity by area,
bc8b8db9a32b14f3fedb45211a3f5f1158fa00b0,Remand status at Crown Court,Remand status by ethnicity,By ethnicity
a14ca8fd153e467d9db172b8f5fe579b338a31d9,Remand status at Crown Court,Remands in custody by ethnicity over time,By ethnicity over time (remands in custody only)
ff9286e58239da10468dd0fa8009c482e0041b8f,Remand status at Crown Court,Remands in custody by ethnicity and gender,By ethnicity and gender (remands in custody only)
6445778c6f1b665d2316434421ce3eef2fd68c8f,Remand status at Crown Court,Remands in custody by ethnicity and age group,By ethnicity and age group (remands in custody only)
2c0dbd2d6b7d0cc5300b8a2a8449a44714836ee0,Renting from a local authority or housing association (‘social housing’),Households renting social housing by ethnicity,By ethnicity
bcc465d4be906c6a287736b297525c0de9606a8a,Renting from a local authority or housing association (‘social housing’),Households renting social housing by ethnicity and socio-economic group,By ethnicity and socio-economic group
03fd5a940b009a8b80b512ddaab17f74c2204042,Renting from a local authority or housing association (‘social housing’),Households renting social housing by ethnicity and income,By ethnicity and income
2eb503defe83f5906a891c6edafa3efee82494ef,Renting from a local authority or housing association (‘social housing’),Households renting social housing by ethnicity and age group,By ethnicity and age group
dbc7713df92f68456bbaa58c8e94509658f3e8a9,Renting from a local authority or housing association (‘social housing’),Households renting social housing by ethnicity and area,By ethnicity and area
ff4aef8008fe9afbc5cae2a979a8b82cc2714b06,Renting from a private landlord,Households renting from a private landlord by ethnicity,By ethnicity
3d59bf77762c975842010080fc4517991b8a25ee,Renting from a private landlord,Households renting from a private landlord by ethnicity and socio-economic group,By ethnicity and socio-economic group
5cad2e87881b510d833e820a208757eca002c83a,Renting from a private landlord,Households renting from a private landlord by ethnicity and income,By ethnicity and income
1095be589b8fee5d9e5e65f577e60212cd65b5d1,Renting from a private landlord,Households renting from a private landlord by ethnicity and area,By ethnicity and area
15410c851dec3ae4c30f583813991bc3e26397d6,Renting from a private landlord,Households renting from a private landlord by ethnicity and age group,By ethnicity and age group
88ba17a275b1287213c5e38a2d1eeb1d70a812ee,Restrictive physical interventions involving young people in custody,Restrictive physical interventions involving young people in custody by ethnicity,By ethnicity
068b511d9b37f875718d8328d9d4f6d2632a7a76,Routes into social housing,Routes into social housing by ethnicity,By ethnicity
82ace391d123c56a985686b3e56e58953902b4f5,Satisfaction with access to GP services,Satisfaction with access to GP services by ethnicity,By ethnicity
d3430e9a06f89f277459a13cdf24101c7a47c258,Satisfaction with access to GP services,"Satisfaction with access to GP services, by ethnicity over time (up to 2016/17)",By ethnicity over time
731eebef9b95852b9ac061ee35431d2398ac2213,School teacher workforce,School teacher workforce by ethnicity,By ethnicity
3eb5cc6070ebb8ec65c2cd03fab25e4602bb2da4,School teacher workforce,School teacher workforce by ethnicity and gender,By ethnicity and gender
ac7fe231864323b4f359a94b69cb25750cfb04c1,School teacher workforce,School teacher workforce by ethnicity and type of role,By ethnicity and type of role
d644e553dd685cfe5c8962b0fe08e65bb54fe78a,School teacher workforce,School teacher workforce by ethnicity and type of school,By ethnicity and type of school
8eb437f44f4c23b2530601d2c4278479d4ed1b49,School teacher workforce,Headteacher workforce by ethnicity and gender,By ethnicity and gender (headteachers only)
17ee9459d32a802bcd1b1f287a410716c27a3759,Science attainments for children aged 6 to 7 (key stage 1),Science attainment for children aged 6 to 7 by ethnicity,By ethnicity
56e65cc9b7a672dadcbb180f80f711d7591db22e,Science attainments for children aged 6 to 7 (key stage 1),Science attainment for children aged 6 to 7 by ethnicity and eligibility for free school meals (FSM),By ethnicity and eligibility for free school meals
f59c4fbfc407acdb4f1593f680a482d397e1f485,Science attainments for children aged 6 to 7 (key stage 1),Science attainment for children aged 6 to 7 by ethnicity and area,By ethnicity and area
b34ffb83ee79a1278d4283f3909c3aec4be0f88f,Science attainments for children aged 6 to 7 (key stage 1),Science attainment for children aged 6 to 7 by ethnicity and gender,By ethnicity and gender
b4fe94da24ac98793dc99d9b6e9e6b0c257236da,Science attainments for children aged 6 to 7 (key stage 1),"Science attainment for children aged 6 to 7 by ethnicity, gender and eligibility for free school meals (FSM)","By ethnicity, gender and eligibility for free school meals"
019958a14e64b78123e612efd660012803b188a2,Science attainments for children aged 6 to 7 (key stage 1),"Science attainment for children aged 6 to 7 by ethnicity, area and gender","By ethnicity, area and gender"
4b38b4b737860ec7e0e5a17b6ebf3b667b586a2e,Self-employment,Self-employment by ethnicity over time,By ethnicity over time
267d60ad3bc3b4fe98f843e626f2d2f659b65e8a,Self-harm by young people in custody,Incidents of self-harm by young people in custody by ethnicity,By ethnicity
e67e8fbb9495a27ad12d0a58d54afa07f57293e6,Self-harm by young people in custody,Incidents of self-harm by young people in custody by ethnicity over time,By ethnicity over time
6bbac095d0e8efcb963b50e210a807fec9f8f7c3,Self-harm in prison custody,"Self-harm incidents per 1,000 prisoners by ethnicity over time",By ethnicity over time
e202f0b439c8a6caecd374f0049905ecd57191c2,Self-inflicted deaths in prison custody,"Self-inflicted deaths per 1,000 prisoners by ethnicity over time",By ethnicity over time
2d76d6d3edfbd4ae257b1ca4eaa7c80a9900414f,Sentences and custody,Sentences for indictable offences by ethnicity of offender,By ethnicity of offender (all sentences)
c50af6b666ccf565e8c6cbbcc9331b781b293b9b,Sentences and custody,Custody rate by ethnicity over time,By ethnicity over time (custody only)
1853db7bd94295eaa544905b3436720c033c0741,Sentences and custody,Custody rate by ethnicity and age group,By ethnicity and age group (custody only)
dfad382cf3c6820f8218c84165128b8938727eb5,Sentences and custody,Custody rate by ethnicity and gender,By ethnicity and gender (custody only)
085e53f91a4f72ec34455405f9e8a367f15d328c,Sentences and custody,Type of sentence by ethnicity of offender,By ethnicity of offender (all types of sentences)
9ecd5501ba868ca73ebfbad9fabdb7958b73129f,Sentences and custody,Custodial sentences by ethnicity of offender and type of offence,By ethnicity of offender and type of offence (custody only)
5d076047db7aa81c0246eb4d3e8e4c283980b4d8,Single separation incidents for young people in custody,Single separation incidents for young people in custody by ethnicity,By ethnicity
bc1e63a7717facc2210395aa0453b509b58b29e3,Social workers for children and families,Children and family social workers by ethnicity,By ethnicity
6d50f628d19ae85f32c367ca69359c50c59eee71,Socioeconomic status,Socio-economic groups by ethnicity,
7ad690445b4620147d27e76388b509b48750eed5,Socioeconomic status,Ethnic groups by socio-economic status,
4e647369b45e9d9bc29bf770155d09a26395ded7,Socioeconomic status,Ethnic groups by socio-economic status of men,
458fd842171584592613db4b125476d539249dc1,Socioeconomic status,Ethnic groups by socio-economic status of women,
b05b64d0d9cfb56a7f652599f945cea07ee87124,Sources of household income,Sources of household income by ethnicity,Sources of income by ethnicity
6d3631c554c7001208b9f9156e63db6d1503f7f3,Sources of household income,"Percentage of income from wages, salaries or self-employment by ethnicity over time",Employment income by ethnicity over time
94173875d9a383b3631e7bfa6db5e838653369b8,Sources of household income,Percentage of income from pensions by ethnicity over time,Pension income by ethnicity over time
49bf2ca2e624544d839847046c1378193c9ad570,Sources of household income,Percentage of income from benefits and tax credits by ethnicity over time,Benefits and tax credits by ethnicity over time
4dd24c2a90cbb0d4c8c82277d078ec15becdde03,Spending on rent and mortgages,Spending on mortgages by ethnicity,
853667976af4802d38a2372eaad253d51b8ee37a,Spending on rent and mortgages,Spending on rent by ethnicity,
b2467010b38ca3ab771870c95f730dd4512611e3,State support,"Family units receiving state support, by ethnicity and type of support",By ethnicity and type of support (all state support)
e0153aa08580a81a8832147916b418375e0b4fb5,State support,"Family units receiving non-income related benefits, by ethnicity and type of benefit",By ethnicity and type of benefit (non-income related benefits)
463ec60ca38a06d4839484035ea68d1db73fc1f6,State support,Family units receiving income-related benefits,By ethnicity (income-related benefits)
f0fc4913d8c1cd6c08351247ec35c9ed71550d34,State support,Family units receiving Jobseeker’s Allowance (JSA) or Employment and Support Allowance (ESA),"By ethnicity (Jobseeker's Allowance, or Employment and Support Allowance)"
6fc0cc90332a9317760e5d17eb0a06cc62d1da4d,State support,Family units receiving tax credits,By ethnicity (tax credits only)
216cc4519493ce3ad2dc3dd202fd29d129604289,State support,Family units receiving state support by ethnicity over time,By ethnicity over time (all state support)
bcf093de5b65709ccac3e6b51eb193029a64e727,Statutory homelessness,Number of homeless households by ethnicity over time,By ethnicity over time (numbers)
09aeec01d173df0b78f7d9d2bf34a601df2f502e,Statutory homelessness,Percentage of homeless households by ethnicity over time,By ethnicity over time (percentages)
4f55f262cbf12b49d968a95402208af5fd41b297,Statutory homelessness,Percentage of homeless households by ethnicity and area,By ethnicity and area (percentages)
ece008ea09e95f5b9cf8e8f5ae29f58535168008,Stop and search,Stop and search by ethnicity,By ethnicity
219c7ba7cafa2824628e8c07b8df6d536c01b5a3,Stop and search,Stop and search by ethnicity over time,By ethnicity over time
f846a97b548b35487f2dd3d8bf93a43ce102d5b0,Stop and search,Stop and search by ethnicity and area,By ethnicity and area
ebc33b5c4c5a13264afd6c3761c8a3f6fde2efb4,Students aged 16 to 18 achieving 3 A grades or better at A level,Students aged 16 to 18 achieving at least 3 A grades at A level by ethnicity,By ethnicity
c929968e5d645a10adfc3ec067ba6faa44dd5662,Taking part in local decision making,"People getting involved in local decisions, by ethnicity",By ethnicity
07f8e53fe9a97ea4dc9a72cb4cd2b36bb46a0ad3,Time spent living in current home,Time spent living in current home by ethnicity,By ethnicity
7a3e6bd179057478b222adf85b95a6fa84ef6cf7,Time spent living in current home,Time spent living in current home by ethnicity and socio-economic group,By ethnicity and socio-economic group
b013052dafbc5820e05c62bf07585f9b9dd44690,Time spent living in current home,Time spent living in current home by ethnicity and income,By ethnicity and income
609300172da90230a536cc74b7610dd46fe4a192,Time spent living in current home,Time spent living in current home by ethnicity and area,By ethnicity and area
5742045407702a06fc6ac77cf31da63e31c729a6,Time spent living in current home,Time spent living in current home by ethnicity and type of occupancy,By ethnicity and type of occupancy (renting or owning)
bda44a1e1c293aaba9156b10a844a96f4d224735,"Travel by distance, trips, type of transport and purpose",Distance travelled by ethnicity over time,
302d39013a555967a95ebd9e09d6bf7bd98cf96e,"Travel by distance, trips, type of transport and purpose",Distance travelled by ethnicity and mode of transport,
a09da9389607f38fe1241abb1514d641e974c88d,"Travel by distance, trips, type of transport and purpose",Distance travelled by ethnicity and purpose of journey,
c26be34bd963b1272b15fd89ad165a18df98e009,"Travel by distance, trips, type of transport and purpose",Number of trips per person by ethnicity over time,
47ee0db423de0734648602cc0cb0b8d4d34f48ae,"Travel by distance, trips, type of transport and purpose",Number of trips per person by ethnicity and mode of transport,
2425c6d46c222552d4f228a6ffa340ed5febbdfd,"Travel by distance, trips, type of transport and purpose",Number of trips per person by ethnicity and purpose of journey,
c24acd69253e3c62bc6e34f190035304abf1feca,Travel to school,Average trip distance to school by ethnicity over time,
771452b06382e2c74cedeb05d62131086aaeaebd,Travel to school,Average trip duration to school by ethnicity over time,
0042a0c862f8458710036e7e9a3e7503929c0807,Travel to school,Type of transport used to get to school by ethnicity over time,
efc01259bb4198921bb0fb099f2d621d8888d6cb,Undergraduate degree results,Degree classifications by ethnicity,By ethnicity
45a2b555e886f9c23ec1410031329847efe5b03f,Undergraduate degree results,Degree classifications by ethnicity over time,By ethnicity over time
a7b15e466f332a26eb65e2a29e1b401e767e3110,Unemployment,Unemployment by ethnicity,By ethnicity
ea60daf6774c3b14198780ae9d1e90a7f24c31a0,Unemployment,Unemployment by ethnicity (White and Other ethnic groups),By ethnicity (2 ethnic groups)
ca1cd470964d725e4ee8d49c2d3ba94d4f8da350,Unemployment,Unemployment by ethnicity over time,By ethnicity over time
d039503d962630456fc4caceac1a731d2b93ad00,Unemployment,Unemployment by ethnicity and gender,By ethnicity and gender
3f46f5568939ff571735f3b8b50b291a73e9a14c,Unemployment,Unemployment by ethnicity and age group,By ethnicity and age group
274b3ac125ef65601dd86b5b71bad12a76f68554,Unemployment,Unemployment among 16 to 24 year olds by ethnicity over time,By ethnicity and age group over time (16 to 24 year olds only)
f1fe0d55457b7583bfd9bdc9f4bf5feece4d8bc9,Unemployment,Unemployment by ethnicity and area,By ethnicity and area
90bf0beaa4542a67e75fdeb557b972183f5fdbff,Unemployment by qualification level,Unemployment by ethnicity and qualification level,By ethnicity and qualification level
50b6dc177038dfef901f048b680a59679bb438ad,Unemployment by qualification level,Unemployed men by ethnicity and qualification level,By ethnicity and qualification level (men only)
820b751a78504fcd8439b1623ba244ea4ac20f12,Unemployment by qualification level,Unemployed women by ethnicity and qualification level,By ethnicity and qualification level (women only)
f78a6a102ce5009c6b7e21e48d43d4acaa93f367,Use of force on young people in custody,Use of force on young people in custody by ethnicity of offender,By ethnicity of offender
69f42f7a7b5072833a5ef38c1b50fe1c3cd6b005,Use of public libraries,Public library use by ethnicity over time,By ethnicity over time
d80576549f92b8a2e316936eb851b7d04b63a78d,Use of public libraries,Public library use by ethnicity over time (3 specific years),By ethnicity over time (3 specific years)
695bc3fac4c7509b4e0e1042b703ec95f80d9354,Victims of crime,Victims of crime by ethnicity over time,By ethnicity over time
8b6fed6e99863b9d32189b007be7af2f4adf2b3b,Victims of crime,Victims of crime by ethnicity and gender,By ethnicity and gender
679d63ec83d52734e1ca22f034959a2ea4506b65,Victims of crime,Victims of crime by ethnicity and age group,By ethnicity and age group
76ba0a0874305c3ee55a2dc61224dae992138357,Victims of crime,Victims of crime by ethnicity and socio-economic group,By ethnicity and socio-economic group
898a9b57e8322a01beb3facba1c30301298993f2,Violence involving prisoners,"Violent incidents per 1,000 prisoners by ethnicity",By ethnicity (all violent incidents)
43e24daa12f702e53ef3b4cdc1c3b2d06b0913b6,Violence involving prisoners,"Assaults per 1,000 prisoners by ethnicity over time",By ethnicity over time (assaults only)
535f07380097c1861a7f4a920fc6fd4047342b0c,Visits to heritage sites," People visiting a heritage site in the past year, by ethnicity over time",By ethnicity over time
84d81da0c61c23088b3edbc04e258a6b88bc991f,Visits to heritage sites,"People visiting a heritage site in the past year, by ethnicity over time (3 specific years)",By ethnicity over time (3 specific years)
ae246d1af7f9cf63279607f199d2dd9cfb5a2940,Visits to museums and galleries," People visiting a museum or gallery in the past year, by ethnicity over time",By ethnicity over time
b73a82f93916dd5cbe5177159185631bfe2eef3d,Visits to museums and galleries," People visiting a museum or gallery in the past year, by ethnicity over time (3 specific years) ",By ethnicity over time (3 specific years)
f9893ab1777cfcd691d6090ec908bf60abadeb47,Visits to the natural environment,Visits to the natural environment in the previous 7 days by ethnicity,By ethnicity (last 7 days)
b5e24f0bcac3f4ed82c019235798f835b9b209b2,Visits to the natural environment,Visits to the natural environment in the previous 7 days by ethnicity and socio-economic group,By ethnicity and socio-economic group (last 7 days)
a3e7ba5e0ab26d05950671f3bec7278908b1a074,Visits to the natural environment,Visits to the natural environment in the previous 7 days by ethnicity and type of location,By ethnicity and type of location (last 7 days)
d26913a6ee3d2c3f5885baff401e9f0ea0198104,Visits to the natural environment,Visits to the natural environment in the previous 12 months by ethnicity,By ethnicity (last 12 months)
69a82f8f29b96a48c8da19a38fd2227f0beb2d7e,Volunteering,Regular formal volunteering by ethnicity,By ethnicity
85b0d5238c8f1356a4afa9aa6c139a2a04a52090,Vulnerable households going into social housing,Vulnerable households going into social housing by ethnicity and type of priority need,By ethnicity and type of priority need
34c965243a78b3b0a0d5553dff3f7f234f91089c,Well-being: Life satisfaction,Life satisfaction by ethnicity,
5149046e8ff94c2d19fedb0d0e3d613e8bba41da,Well-being: Life satisfaction,Life satisfaction over time by ethnicity,
b704949b38e54397274c5d54f1d662fdfda69cbc,Well-being: Life satisfaction,Life satisfaction thresholds by ethnicity,
be4c3ed5f0f67f4842b701651f563ba518670a32,Well-being: Life satisfaction,Life satisfaction by ethnicity and gender,
5a0541b823b07c59c0104a7f0f8e2a24e32d4552,Well-being: Life satisfaction,Life satisfaction by ethnicity and socio-economic group,
e62ad8e86ae685f061723528215ee7ecfac28bfd,Well-being: anxiety yesterday,Anxiety yesterday by ethnicity,
c0dc12c778d4e705a7230247427388a5d0c3847b,Well-being: anxiety yesterday,Anxiety yesterday by ethnicity over time,
f7fdc2c3054984bd8121cca1a8d70b47090f4afe,Well-being: anxiety yesterday,Anxiety thresholds by ethnicity,
e03e85a2fd474c6e227a26c77668176247668fe0,Well-being: anxiety yesterday,"‘Very low’ levels of anxiety, by ethnicity over time",
c98c3d7dc63c6ac2400a001c66007335134981e6,Well-being: anxiety yesterday,Anxiety by ethnicity and socio-economic group,
04fd2428ace93e334603b4425c192121130b24d0,Well-being: anxiety yesterday,Anxiety by ethnicity and gender,
219fd54c2983b70d46ffb8f068f1c60c8a67b9a6,Well-being: happiness yesterday,Happiness yesterday by ethnicity,
97f19f9ab4c7c62e5fef545d2085863facd4f585,Well-being: happiness yesterday,Happiness yesterday by ethnicity over time,
0f3026d9a493d26bec17345b45aba1b80ffe9faa,Well-being: happiness yesterday,Happiness thresholds by ethnicity,
e3648354df62c13a7ca111172b3822080f6afe9f,Well-being: happiness yesterday,"‘Very high’ levels of happiness, by ethnicity over time",
f9f38f21245aa4bfe6b6788044e1ca4cdeb02df8,Well-being: happiness yesterday,Happiness by ethnicity and gender,
fede6a2ed737d62fd23bff0191579f889dd48bee,Well-being: happiness yesterday,Happiness  by ethnicity and socio-economic group,
106e70bbc4c0ddd6891fab77d340fc62fb171c45,Well-being: how worthwhile people feel the things they do in their life are,"Feeling the things you do in your life are worthwhile, by ethnicity",
1f139c46f37c5a0853a5f65d1ae188c265c10a83,Well-being: how worthwhile people feel the things they do in their life are,"Feeling the things you do in your life are worthwhile, by ethnicity over time",
a0b8c675085694da73466056975f7c0c61ccf3c3,Well-being: how worthwhile people feel the things they do in their life are,"Feeling the things you do in your life are worthwhile: thresholds, by ethnicity",
a99311a82c3ee16bd49745f9ad0f98df772838c1,Well-being: how worthwhile people feel the things they do in their life are,"‘Very high’ levels of feeling the things you do in your life are worthwhile, by ethnicity over time",
66f5065bd52ab77c4ed450ad281171abe09c58ad,Well-being: how worthwhile people feel the things they do in their life are,"Feeling the things you do in your life are worthwhile, by ethnicity and socio-economic group",
8dfde7c832e5afc850b50812c15190d0528cfe0b,Well-being: how worthwhile people feel the things they do in their life are,"Feeling the things you do in your life are worthwhile, by ethnicity and sex",
8c88bb8113dfeb2ed1196d420ed994e0cb197c59,Working age population,Working age population by ethnicity,
92914ff812e98fd6ddd1be4297fbdf0a798a6a15,Working age population,Ethnic groups by working age,
80b3c1615cf4cc601ff6475120de0ec935eda8e8,Working age population,"Working age population by ethnicity and country (England, Wales)",
ae357f233e2c74163d5b4f7251b35dc00c40c1c3,Working age population,"Ethnic groups by working age and country (England, Wales)",
4559fffe2fc31c92fef052bae5bd87ae8b7f61a3,Writing attainments for children aged 10 to 11 (key stage 2),Writing attainment for children aged 10 to 11 by ethnicity,By ethnicity
3e6d2a6c2933ce6183341756312f32a7e4c10e37,Writing attainments for children aged 10 to 11 (key stage 2),Writing attainment for children aged 10 to 11 by ethnicity and area,By ethnicity and area
e520197b20df2e7dde0a4953b0d027662947d4e9,Writing attainments for children aged 10 to 11 (key stage 2),Writing attainment for children aged 10 to 11 by ethnicity and gender,By ethnicity and gender
86b1344e9b6e0f6d348cf4b2bd28680b3aee8399,Writing attainments for children aged 6 to 7 (key stage 1),Writing attainment for children aged 6 to 7 by ethnicity,By ethnicity
b89ac0871dff6530258e906093cb2c6f9906eb93,Writing attainments for children aged 6 to 7 (key stage 1),Writing attainment for children aged 6 to 7 by ethnicity and eligibility for free school meals (FSM),By ethnicity and eligibility for free school meals
ad8f347a38afc95cfb5a6bde9e10a2cd5daf5bc1,Writing attainments for children aged 6 to 7 (key stage 1),Writing attainment for children aged 6 to 7 by ethnicity and area,By ethnicity and area
b6cab1f9c244c9785355a40b11e8ca214356eee7,Writing attainments for children aged 6 to 7 (key stage 1),Writing attainment for children aged 6 to 7 by ethnicity and gender,By ethnicity and gender
32e2df7f90708c339dfb8fa5dc0373d965d8f99c,Writing attainments for children aged 6 to 7 (key stage 1),"Writing attainment for children aged 6 to 7 by ethnicity, gender and eligibility for free school meals (FSM)","By ethnicity, gender and eligibility for free school meals"
6084ab5376976bdd63178c9ceb85a775501243d3,Writing attainments for children aged 6 to 7 (key stage 1),"Writing attainment for children aged 6 to 7 by ethnicity, gender and area","By ethnicity, gender and area"
d53d6baa5c23e80792e33d564f8a4bf1c882e1ac,Young people in custody,Young people in custody by ethnicity over time,By ethnicity over time
87a6126d3e369d27d6a698d64ee34191df30c813,Young people in custody,Young people in custody by ethnicity and type of custodial order over time,By ethnicity and type of custodial order over time
d1a419dede0fafdd3b4f3077ff7b7887b224e2fa,Young people in custody,Young people in custody by ethnicity and offence group,By ethnicity and offence group
1cf5fe102c6a52f83de32833abe3f05cf4f8395f,"Young people not in employment, education or training (NEET)","Percentage of young people not in employment, education or training by ethnicity",By ethnicity
3d34940f82fea07d0a9478f889abfa91bd0c783e,"Young people not in employment, education or training (NEET)","Percentage of young people not in employment, education or training by ethnicity and sex",By ethnicity and sex
3dafd1b44395fd6bc426a5bf87e0fe4d4c856f4b,"Young people not in employment, education or training (NEET)","Percentage of young people not in employment, education, or training by ethnicity and economic activity",By ethnicity and economic activity
7ee3f689e75c598439d2ce3b72439993fb248223,"Young people not in employment, education or training (NEET)","Percentage of young people not in employment, education, or training by ethnicity, sex and economic activity","By ethnicity, sex and economic activity"
197fc60d5a7db2982a269323d3bda4057e67e93e,Youth cautions,Youth cautions by ethnicity over time,By ethnicity over time
